name,album,artist,release_date,length,popularity,danceability,acousticness,danceability.1,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,year,feature
Wake Me Up,+,Ed Sheeran,2011-09-09,3.83,60,0.616,0.902,0.616,0.209,0.0,0.139,-13.43,0.406,86.891,1,2011,True
Small Bump,+,Ed Sheeran,2011-09-09,4.32,68,0.81,0.6890000000000001,0.81,0.436,0.000151,0.11,-12.683,0.0717,119.973,4,2011,True
This,+,Ed Sheeran,2011-09-09,3.26,58,0.588,0.95,0.588,0.0929,0.00539,0.128,-14.300999999999998,0.0443,152.139,4,2011,True
The City,+,Ed Sheeran,2011-09-09,3.91,54,0.74,0.0415,0.74,0.505,6.82e-05,0.0707,-10.338,0.0674,97.994,4,2011,True
Lego House,+,Ed Sheeran,2011-09-09,3.08,73,0.5920000000000001,0.562,0.5920000000000001,0.637,0.0,0.13,-8.48,0.0992,159.701,4,2011,True
"You Need Me, I Don't Need You",+,Ed Sheeran,2011-09-09,3.67,66,0.7490000000000001,0.162,0.7490000000000001,0.8370000000000001,0.0,0.525,-8.837,0.0512,103.48299999999999,4,2011,True
Kiss Me,+,Ed Sheeran,2011-09-09,4.68,74,0.589,0.64,0.589,0.22699999999999998,0.00469,0.0248,-16.67,0.0498,74.993,4,2011,True
Give Me Love,+,Ed Sheeran,2011-09-09,8.77,75,0.526,0.6940000000000001,0.526,0.32799999999999996,0.0,0.11199999999999999,-9.863999999999999,0.0461,116.068,4,2011,True
Autumn Leaves - Deluxe Edition,+,Ed Sheeran,2011-09-09,3.35,61,0.555,0.892,0.555,0.257,1.42e-06,0.124,-12.637,0.0299,89.01299999999999,4,2011,True
Little Bird - Deluxe Edition,+,Ed Sheeran,2011-09-09,3.74,56,0.843,0.565,0.843,0.425,0.0,0.102,-8.676,0.0352,104.02,4,2011,True
Gold Rush - Deluxe Edition,+,Ed Sheeran,2011-09-09,4.05,55,0.74,0.7290000000000001,0.74,0.248,0.0,0.141,-12.659,0.109,83.786,4,2011,True
Sunburn - Deluxe Edition,+,Ed Sheeran,2011-09-09,4.6,55,0.46399999999999997,0.865,0.46399999999999997,0.098,0.0,0.10099999999999999,-12.119000000000002,0.0376,78.86399999999999,4,2011,True
Perfect Duet (Ed Sheeran & Beyoncé),Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,2017-11-30,4.33,78,0.5870000000000001,0.779,0.5870000000000001,0.299,0.0,0.12300000000000001,-7.365,0.0263,94.992,3,2017,True
Perfect Symphony (Ed Sheeran & Andrea Bocelli),Perfect Symphony (Ed Sheeran & Andrea Bocelli),Ed Sheeran,2017-12-15,4.42,70,0.544,0.586,0.544,0.41700000000000004,0.0,0.085,-4.387,0.0247,95.156,3,2017,True
I Will Take You Home,Bloodstream,Ed Sheeran,2015-03-27,3.98,31,0.653,0.919,0.653,0.166,0.000124,0.0892,-11.446,0.0306,143.173,4,2015,True
The A Team - Live at the Bedford,Live at the Bedford,Ed Sheeran,2011-12-09,5.38,41,0.402,0.728,0.402,0.33899999999999997,0.0,0.833,-9.574,0.0498,83.194,4,2011,True
Homeless - Live at the Bedford,Live at the Bedford,Ed Sheeran,2011-12-09,3.75,40,0.601,0.62,0.601,0.879,0.0,0.46399999999999997,-5.215,0.0945,99.37700000000001,4,2011,True
The City - Live at the Bedford,Live at the Bedford,Ed Sheeran,2011-12-09,5.13,40,0.602,0.545,0.602,0.8,0.0,0.6559999999999999,-5.91,0.0734,109.921,4,2011,True
Fall - Live at the Bedford,Live at the Bedford,Ed Sheeran,2011-12-09,2.52,40,0.494,0.807,0.494,0.0964,7.13e-05,0.9359999999999999,-16.691,0.0532,86.676,4,2011,True
Wake Me Up - Live at the Bedford,Live at the Bedford,Ed Sheeran,2011-12-09,5.01,43,0.616,0.792,0.616,0.141,0.0,0.897,-17.160999999999998,0.532,107.874,4,2011,True
"You Need Me, I Don't Need You - Live at the Bedford",Live at the Bedford,Ed Sheeran,2011-12-09,9.84,42,0.506,0.48,0.506,0.9109999999999999,0.0,0.696,-4.779,0.23,105.475,4,2011,True
Let It Out,Loose Change,Ed Sheeran,2011-12-09,3.86,47,0.731,0.645,0.731,0.603,0.011000000000000001,0.147,-7.656000000000001,0.0378,96.973,4,2011,True
Homeless,Loose Change,Ed Sheeran,2011-12-09,3.51,46,0.754,0.519,0.754,0.636,0.0,0.10800000000000001,-7.129,0.193,90.001,4,2011,True
Little Bird,Loose Change,Ed Sheeran,2011-12-09,3.77,47,0.826,0.569,0.826,0.485,0.0,0.107,-7.4239999999999995,0.0354,104.01100000000001,4,2011,True
Sofa,Loose Change,Ed Sheeran,2011-12-09,3.32,46,0.6459999999999999,0.14,0.6459999999999999,0.65,9.65e-06,0.0999,-6.4910000000000005,0.0278,100.05,4,2011,True
One Night,Loose Change,Ed Sheeran,2011-12-09,3.44,48,0.7809999999999999,0.379,0.7809999999999999,0.836,0.0,0.289,-5.496,0.0658,94.98899999999999,4,2011,True
Firefly,Loose Change,Ed Sheeran,2011-12-09,4.25,49,0.602,0.8859999999999999,0.602,0.31,0.00014199999999999998,0.105,-11.469000000000001,0.0373,159.917,4,2011,True
The City - Live at Sticky Studios; Loose Change EP,Loose Change,Ed Sheeran,2011-12-09,5.11,42,0.7120000000000001,0.507,0.7120000000000001,0.569,0.0,0.41200000000000003,-6.032,0.204,105.03200000000001,4,2011,True
Firefly - Bravado Dubstep Remix,Loose Change,Ed Sheeran,2011-12-09,4.49,40,0.629,0.28,0.629,0.6629999999999999,0.711,0.0811,-10.515999999999998,0.0283,139.982,4,2011,True
Lately (feat. Devlin),No.5 Collaborations Project,Ed Sheeran,2011-09-09,4.52,44,0.718,0.0928,0.718,0.82,0.0,0.391,-5.5520000000000005,0.10300000000000001,90.01299999999999,4,2011,True
You (feat. Wiley),No.5 Collaborations Project,Ed Sheeran,2011-09-09,3.36,42,0.799,0.386,0.799,0.532,0.00016999999999999999,0.0978,-9.472000000000001,0.0707,100.03200000000001,4,2011,True
Family (feat. P Money),No.5 Collaborations Project,Ed Sheeran,2011-09-09,4.25,42,0.47600000000000003,0.515,0.47600000000000003,0.7040000000000001,0.0,0.094,-5.4110000000000005,0.278,140.39600000000002,4,2011,True
Radio (feat. JME),No.5 Collaborations Project,Ed Sheeran,2011-09-09,3.71,43,0.693,0.214,0.693,0.833,0.0,0.11699999999999999,-5.4079999999999995,0.263,99.90100000000001,4,2011,True
Little Lady (feat. Mikill Pane),No.5 Collaborations Project,Ed Sheeran,2011-09-09,5.48,49,0.43700000000000006,0.731,0.43700000000000006,0.5,0.0,0.157,-7.103,0.105,85.29299999999999,4,2011,True
Drown Me Out (feat. Ghetts) - + Ghetts,No.5 Collaborations Project,Ed Sheeran,2011-09-09,4.36,40,0.511,0.0282,0.511,0.91,0.0,0.127,-6.186,0.11599999999999999,140.14700000000002,4,2011,True
"Nightmares (feat. Random Impulse, Sway & Wretch 32)",No.5 Collaborations Project,Ed Sheeran,2011-09-09,4.05,41,0.855,0.10099999999999999,0.855,0.6779999999999999,0.00232,0.0964,-6.864,0.052000000000000005,120.012,4,2011,True
Goodbye to You (feat. Dot Rotten),No.5 Collaborations Project,Ed Sheeran,2011-09-09,5.5,41,0.64,0.267,0.64,0.664,0.0,0.32899999999999996,-7.812,0.152,140.007,4,2011,True
Fall,Songs I Wrote With Amy,Ed Sheeran,2011-12-09,2.72,43,0.5589999999999999,0.632,0.5589999999999999,0.28300000000000003,0.0012699999999999999,0.126,-9.827,0.0323,82.552,4,2011,True
Fire Alarms,Songs I Wrote With Amy,Ed Sheeran,2011-12-09,2.4,39,0.602,0.772,0.602,0.28600000000000003,0.0,0.162,-9.886000000000001,0.0296,102.009,4,2011,True
Where We Land,Songs I Wrote With Amy,Ed Sheeran,2011-12-09,3.05,43,0.68,0.838,0.68,0.248,4.86e-06,0.0907,-11.592,0.031,119.944,4,2011,True
Cold Coffee,Songs I Wrote With Amy,Ed Sheeran,2011-12-09,4.24,46,0.544,0.45299999999999996,0.544,0.529,0.0,0.131,-6.752999999999999,0.0256,92.936,4,2011,True
